deputyid,deputyname,partyid,congress_cat,party_cat,female,tier,alternate,educ_level2,age,state2,unit_individual,leadership,leg_experience,leg_exp_cat,leg_exp_dum,exec_experience,exec_exp_cat,exec_exp_dum,immed_govpartycon,amb2nd_govpartycon,ambition_immediate2014,ambition_immediate2014_2,genderimmedambcat2,genderimmedambcat3,gender2ndambcat3,dum1997,dum2000,dum2003,dum2006,postquota,immedmayorwin,immeddiplocwin,immedsenatewin,immedgovwin,immedregwin,secondmayorwin,seconddiplocwin,seconddipfedwin,secondsenatewin,secondgovwin,firstposition,firstposition3,powerleader,leadertype,nonpowerlead,age_cem,female2,include,include2,sample2,cem_weights_cont1,cem_weights_cont2,samplecont1c,samplecont2c,cem_weights_cont1party,cem_weights_cont2party,samplecont1cp,samplecont2cp
2606,Oliva Fragoso Silvia PRD,PRD,2006-2009,PRD,1,0,0,at least some master's studies,59,DF,0,0,2,1,1,0,0,0,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,1,1,0,NA,1,1,1,NA,1,1,1,NA
2607,Olivares Monterrubio Alejandro PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,47,Mexico,0,0,1,1,1,1,1,1,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,NA,0.11063966570234651,0.2015637423800689,1,NA,0.05035040431266846,0,1,NA
2608,Olivares Ventura Héctor Hugo PRI,PRI,2006-2009,PRI,0,1,0,licenciatura,62,Aguascalientes,0,1,6,2,1,1,1,1,0,NA,national party,national party/nat. party leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,60-95,0,1,1,NA,1.044930176077717,0.9406307977736549,1,NA,0,0,NA,NA
2609,Olvera Higuera Edgar Armando PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,37,Mexico,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,bur appt,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,1,1,1,0.6453980499303547,1.0582096474953617,1,1,0.4002857142857143,0.7424863387978142,1,1
2610,Orcí Martínez Juan Adolfo PRD,PRD,2006-2009,PRD,0,0,0,estudios de licenciatura,51,Baja California Sur,0,0,0,0,0,1,1,1,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,1,0,NA,0.17913088732760862,0,1,NA,0.1779047619047619,0,1,NA
2611,Ordaz Jiménez Ismael PRI,PRI,2006-2009,PRI,0,1,0,licenciatura,55,Oaxaca,0,0,0,0,0,0,0,0,1,NA,national party leader,national party/nat. party leader,party leader,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,NA,2.279847656896837,1.4109461966604824,1,NA,0.9339999999999999,1.4849726775956285,1,NA
2612,Orihuela Bárcenas José Ascención PRI,PRI,2006-2009,PRI,0,1,0,estudios de licenciatura,54,Michoacan,0,0,2,1,1,2,2,1,0,dep & gov party not congr.,gobernador,gobernador,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,1.0004650622020697,1.2093824542804135,1,1,1.3342857142857143,0.9899817850637522,1,1
2613,Orihuela Trejo José Amado PRI,PRI,2006-2009,PRI,0,0,0,estudios de licenciatura,52,Morelos,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,NA,0.17913088732760862,0.47031539888682744,1,NA,0.2106766917293233,0.6364168618266979,1,NA
2614,Orozco Ruiz Velazco Marco Heriberto PAN,PAN,2006-2009,PAN,0,1,0,licenciatura,47,Nuevo Leon,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,2.279847656896837,2.323911382734912,1,1,3.335714285714286,2.672950819672131,1,1
2615,Ortega Martínez Antonio PRD,PRD,2006-2009,PRD,0,1,0,licenciatura,52,Aguascalientes,0,1,2,1,1,1,1,1,0,NA,gobernador,gobernador,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,1,NA,0.6966201173851446,0.5130713442401754,1,NA,0.8895238095238095,0.7424863387978142,1,NA
2616,Ortega Martínez Ma. del Pilar PAN,PAN,2006-2009,PAN,1,1,0,at least some master's studies,38,Guanajuato,0,0,0,0,0,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,1,1,1,1,1,1,1,1,1,1,1
2618,Ortiz del Carpio Víctor PRI,PRI,2006-2009,PRI,0,0,0,secundaria,50,Chiapas,0,0,2,1,1,1,1,1,0,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,NA,0.11063966570234651,0.2015637423800689,1,NA,0.05035040431266846,0,1,NA
2619,Ortiz Hernández Eduardo PAN,PAN,2006-2009,PAN,0,0,0,at least some master's studies,43,Sinaloa,0,0,1,1,1,0,0,0,0,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,appointed exec,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,1,1.099926501134439,1.3279493615628069,1,1,0.24259740259740262,1.1137295081967213,1,1
2620,Ortiz Magallón Rosario Ignacia PRD,PRD,2006-2009,PRD,1,1,0,estudios de licenciatura,55,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,union,union/union leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2623,Ortiz Proal Mauricio PRI,PRI,2006-2009,PRI,0,1,0,estudios de licenciatura,33,Queretaro,0,0,0,0,0,0,0,0,1,dep & gov party congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,other,0,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,1,1,1,2.821311475409836,1.2826783606004384,1,1,0.24259740259740262,0,1,NA
2626,Oviedo Oviedo Ernesto PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,53,Guanajuato,0,0,1,1,1,0,0,0,1,NA,municipal bureaucracy,municipal bureaucracy,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,1.099926501134439,0.9070368407103102,1,NA,0.24259740259740262,0,1,NA
2627,Pacheco LLanes Ramón Félix PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,52,DF,0,1,0,0,0,0,0,0,1,NA,activist,activist/ngo/social movement,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,0,NA,1.5673952641165756,2.8218923933209648,1,NA,0,0,NA,NA
2628,Padilla Gutiérrez Héctor PRI,PRI,2006-2009,PRI,0,1,0,licenciatura,57,Jalisco,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,state party,state party/state party leader,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,1,1,2.089860352155434,1.128756957328386,1,1,0.8895238095238095,0,1,NA
2629,Padilla Orozco Raúl Alejandro PAN,PAN,2006-2009,PAN,0,1,0,at least some master's studies,46,Jalisco,0,1,0,0,0,0,0,0,1,NA,presidente municipal,presidente municipal,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,power chair,0,40-59,0,1,1,NA,2.089860352155434,1.128756957328386,1,NA,0,0,NA,NA
2630,Pagés Llergo Rebollar María Beatriz PRI,PRI,2006-2009,PRI,1,1,0,licenciatura,52,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,journalist,non-political position,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2631,Palafox Núñez José Inés PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,46,Sonora,0,0,1,1,1,1,1,1,0,NA,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,NA,0.11063966570234651,0.10853432282003711,1,NA,0,0,NA,NA
2632,Palma César Víctor Samuel PRI,PRI,2006-2009,PRI,0,1,0,at least some master's studies,49,Morelos,0,0,1,1,1,1,1,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,other,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,1,1.0004650622020697,0.6639746807814034,1,1,1.3342857142857143,0.8909836065573771,1,1
2633,Parás González Juan Manuel PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,50,Nuevo Leon,0,0,3,2,1,1,1,1,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.11063966570234651,0.062708719851577,1,NA,0.05035040431266846,0,1,NA
2634,Paredes Rodríguez Francisco Javier PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,47,Baja California,0,0,0,0,0,0,0,0,1,NA,state party,state party/state party leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,0.888602039499161,0.8243730587229784,1,NA,1.394935064935065,1.214977645305514,1,NA
2635,Parra Jiménez Dolores María del Carmen PAN,PAN,2006-2009,PAN,1,0,0,licenciatura,44,Puebla,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2636,Parra Noriega Luis Gustavo PAN,PAN,2006-2009,PAN,0,1,0,at least some doctoral studies,33,Mexico,0,0,1,1,1,1,1,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,1,1,NA,1.5673952641165756,0,1,NA,1.779047619047619,0,1,NA
2639,Patrón Montalvo Jesús Manuel PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,49,Sinaloa,0,1,1,1,1,0,0,0,1,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,leg ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,0,0,1,0.6269581056466302,0,1,NA,0,0,NA,NA
2640,Pedraza Chávez Isidro PRD,PRD,2006-2009,PRD,0,1,0,estudios de licenciatura,47,Hidalgo,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,gobernador,gobernador,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,1.5226125422846735,1.336685870520457,1,1,2.223809523809524,1.7819672131147541,1,1
2643,Pedrozo Castillo Adrián PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,58,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,1,0.888602039499161,0.8243730587229784,1,1,0.37063492063492065,0.23042679479932165,1,1
2645,Peña Sánchez Miguel Ángel PRD,PRD,2006-2009,PRD,0,0,0,estudios de licenciatura,53,Hidalgo,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,gobernador,gobernador,other,other,leg ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,1,0.17913088732760862,0.16599367019535086,1,1,0.1779047619047619,0.2024962742175857,1,1
2646,Peñuelas Acuña Mayra Gisela PRI,PRI,2006-2009,PRI,1,0,0,licenciatura,43,Sinaloa,0,0,1,1,1,0,0,0,1,dep & gov party not congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
2650,Pérez Cruz Raciel PRD,PRD,2006-2009,PRD,0,0,0,at least some master's studies,36,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,other,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,1,1,0,1,1,1,1,1,1,1,1,1
2651,Pérez Cuéllar Cruz PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,37,Chihuahua,0,0,2,1,1,1,1,1,0,dep & gov party not congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,1,1,NA,0.3483100586925723,0,1,NA,0,0,NA,NA
2655,Pérez Valdés Daniel PRI,PRI,2006-2009,PRI,0,1,0,licenciatura,43,Veracruz,0,0,0,0,0,0,0,0,1,NA,union leader,union/union leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,2.279847656896837,2.323911382734912,1,NA,0.9339999999999999,0.6853720050441362,1,NA
2657,Peyrot Solís Marco Antonio PAN,PAN,2006-2009,PAN,0,1,0,at least some doctoral studies,40,Hidalgo,0,0,0,0,0,0,0,0,0,NA,military,non-political position,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,2.279847656896837,2.323911382734912,1,NA,3.335714285714286,2.672950819672131,1,NA
2658,Pinete Vargas María del Carmen PRI,PRI,2006-2009,PRI,1,0,0,at least some master's studies,46,Veracruz,0,0,0,0,0,1,1,1,1,NA,national party,national party/nat. party leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,1,NA,1,1,1,NA
2660,Plascencia Alonso Francisco Javier PAN,PAN,2006-2009,PAN,0,0,0,estudios de licenciatura,50,Jalisco,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,0.888602039499161,0.8243730587229784,NA,NA,1.394935064935065,1.214977645305514,NA,NA
2662,Priego Tapia Gerardo PAN,PAN,2006-2009,PAN,0,1,0,at least some doctoral studies,41,Tabasco,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,national party leader,national party/nat. party leader,party leader,cabinet/party leader,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,1,0.28498095711210464,0.3527365491651206,1,1,0,0,NA,NA
2664,Pulido Pecero Pedro PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,37,Veracruz,0,0,0,0,0,1,1,1,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,1,1,NA,0.7836976320582878,0.9406307977736549,1,NA,0.44476190476190475,0,1,NA
2665,Pulido Santiago Celso David PRD,PRD,2006-2009,PRD,0,1,0,licenciatura,31,Veracruz,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,1,1,NA,2.821311475409836,1.234577922077922,1,NA,2.0014285714285713,0.31820843091334894,1,NA
2666,Quiñones Canales Lourdes PRI,PRI,2006-2009,PRI,1,1,0,licenciatura,53,Durango,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2667,Quintero Bello Jorge PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,59,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,other,other,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,0.888602039499161,0.8243730587229784,1,1,1.394935064935065,1.214977645305514,1,1
2668,Ramírez Barba Ector Jaime PAN,PAN,2006-2009,PAN,0,0,0,at least some doctoral studies,50,Guanajuato,0,1,0,0,0,1,1,1,1,dep & gov party congr.,academic,non-political position,other,other,appointed exec,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,1,1,0,0,NA,NA,0,0,NA,NA
2671,Ramírez Martínez José Edmundo PRI,PRI,2006-2009,PRI,0,0,0,at least some master's studies,38,Hidalgo,0,0,1,1,1,0,0,0,1,NA,national party,national party/nat. party leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,NA,0.6453980499303547,0.564378478664193,1,NA,1.3342857142857143,1.4849726775956285,1,NA
2672,Ramírez Pech Edgar Martín PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,38,Yucatan,0,0,2,1,1,1,1,1,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,NA,0.3483100586925723,0.2821892393320965,1,NA,0,0,NA,NA
2674,Ramírez Stabros Jesús PRI,PRI,2006-2009,PRI,0,1,0,at least some doctoral studies,43,San Luis Potosi,0,0,0,0,0,0,0,0,1,dep & gov party congr.,gobernador,gobernador,other,other,leg ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,2.279847656896837,2.323911382734912,1,1,0.9339999999999999,0.6853720050441362,1,1
2675,Ramírez Villarreal Gustavo PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,42,Nuevo Leon,0,0,1,1,1,0,0,0,0,NA,municipal bureaucracy,municipal bureaucracy,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,1.099926501134439,0.9070368407103102,1,NA,0.24259740259740262,0,1,NA
2678,Ramos Becerril Rafael Plácido PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,44,Mexico,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,NA,0.888602039499161,0.8243730587229784,NA,NA,0.37063492063492065,0.23042679479932165,NA,NA
2679,Ramos Castellanos Martín PRD,PRD,2006-2009,PRD,0,0,0,at least some master's studies,45,Chiapas,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,1,0.888602039499161,0.8243730587229784,1,1,0.37063492063492065,0.23042679479932165,1,1
2680,Ramos Covarrubias Héctor Manuel PAN,PAN,2006-2009,PAN,0,0,0,tecnico,68,Baja California,0,0,0,0,0,0,0,0,1,NA,presidente municipal,presidente municipal,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,1,1,NA,2.612325440194293,3.527365491651206,1,NA,3.558095238095238,4.454918032786885,1,NA
2681,Rasgado Corsi Gloria PRD,PRD,2006-2009,PRD,1,0,0,secundaria,51,Veracruz,0,0,1,1,1,0,0,0,0,NA,presidente municipal,presidente municipal,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,1,0,NA,1,1,1,NA,1,1,1,NA
2683,Reyes López Carlos Armando PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,49,Chihuahua,0,0,0,0,0,0,0,0,0,NA,presidente municipal,presidente municipal,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,0.888602039499161,0.8243730587229784,1,NA,1.394935064935065,1.214977645305514,1,NA
2684,Reyna García José Jesús PRI,PRI,2006-2009,PRI,0,1,0,at least some master's studies,54,Michoacan,0,0,2,1,1,2,2,1,0,dep & gov party not congr.,gobernador,gobernador,gub/pres ballot access,mayor/gov ballot access,bur appt,0,0,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,1,1.0004650622020697,0.6639746807814034,1,1,1.3342857142857143,0.8909836065573771,1,1
2686,Rincón Vargas Mirna Cecilia PAN,PAN,2006-2009,PAN,1,0,0,licenciatura,47,Baja California,0,0,0,0,0,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2687,Ríos Camarena Alfredo Adolfo PRI,PRI,2006-2009,PRI,0,1,0,licenciatura,71,Nayarit,0,0,0,0,0,0,0,0,1,NA,academic,non-political position,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,1,1,NA,3.134790528233151,2.1164192949907235,1,NA,0.8895238095238095,0,1,NA
2688,Ríos Gamboa Raúl PRD,PRD,2006-2009,PRD,0,0,0,tecnico,33,Michoacan,0,0,0,0,0,0,0,0,1,NA,severely injured,non-political position,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,0,NA,2.287549844926894,1.6931354359925788,1,NA,1.779047619047619,1.3921618852459017,1,NA
2689,Rivera Bedoya Juan Francisco PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,64,Nuevo Leon,0,1,0,0,0,2,2,1,1,dep & gov party congr.,gobernador,gobernador,other,other,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,power chair,0,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
2690,Rivera Rivera José Guadalupe PAN,PAN,2006-2009,PAN,0,0,0,secundaria,55,San Luis Potosi,0,0,1,1,1,0,0,0,0,NA,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,1,1,NA,1.099926501134439,0.7054730983302412,1,NA,0.24259740259740262,0,1,NA
2693,Rivero Rivero Rolando PAN,PAN,2006-2009,PAN,0,0,0,tecnico,62,Coahuila,0,0,0,0,0,0,0,0,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,60-95,0,1,1,NA,2.612325440194293,0,1,NA,3.558095238095238,0,1,NA
2694,Rodríguez Ahumada Luis Fernando PAN,PAN,2006-2009,PAN,0,0,0,at least some master's studies,31,Sonora,0,0,0,0,0,0,0,0,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,NA,2.287549844926894,1.6931354359925788,1,NA,1.887526132404181,1.5674711596842745,1,NA
2696,Rodríguez Jiménez Ricardo PAN,PAN,2006-2009,PAN,0,1,0,licenciatura,31,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,1,1,NA,2.821311475409836,1.234577922077922,1,NA,4.76530612244898,1.670594262295082,1,NA
2700,Rodríguez Prats Juan José PAN,PAN,2006-2009,PAN,0,1,0,licenciatura,60,Tabasco,0,0,4,2,1,3,2,1,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,1,1,1,0.8956544366380431,0.8062549695202756,1,1,0,0,NA,NA
